city,area,rooms,bathroom,parking,floor,petFriendly,furnished,hoa,rent,tax,fireInsurance,allSpace,allCost,costPerArea,costPerRoom
Campinas,75,2,1,1,2,Yes,No,670,1200,121,16,4,807,10.76,201.75
Rio de Janeiro,46,2,1,0,3,No,No,270,1600,0,21,3,291,6.326086956521739,97.0
São Paulo,350,3,3,3,1,No,No,0,10000,1292,151,9,1443,4.122857142857143,160.33333333333334
Porto Alegre,131,3,3,1,10,Yes,Yes,1625,1750,121,26,7,1772,13.526717557251908,253.14285714285714
Campinas,90,3,2,1,3,Yes,No,920,1300,129,17,6,1066,11.844444444444445,177.66666666666666
Rio de Janeiro,26,1,1,0,4,No,No,390,1650,120,22,2,532,20.46153846153846,266.0
Rio de Janeiro,44,1,1,0,3,Yes,Yes,400,1100,14,15,2,429,9.75,214.5
São Paulo,70,2,2,0,1,Yes,No,0,1880,0,29,4,29,0.4142857142857143,7.25
Belo Horizonte,40,1,1,0,1,No,No,0,900,0,15,2,15,0.375,7.5
Belo Horizonte,320,4,2,4,1,Yes,No,0,3200,206,53,10,259,0.809375,25.9
São Paulo,213,2,2,3,1,Yes,No,0,5150,0,78,7,78,0.36619718309859156,11.142857142857142
São Paulo,80,2,1,0,1,No,No,0,1100,0,14,3,14,0.175,4.666666666666667
Campinas,70,1,1,0,6,Yes,No,500,800,30,11,2,541,7.728571428571429,270.5
Rio de Janeiro,60,2,1,1,5,Yes,No,690,1500,25,20,4,735,12.25,183.75
São Paulo,270,4,4,4,5,Yes,No,4500,12850,1834,163,12,6497,24.062962962962963,541.4166666666666
Rio de Janeiro,70,2,1,1,3,Yes,No,800,1300,44,17,4,861,12.3,215.25
Porto Alegre,300,6,2,2,2,Yes,No,0,6000,242,107,10,349,1.1633333333333333,34.9
São Paulo,220,4,5,3,14,Yes,Yes,2050,12000,750,153,12,2953,13.422727272727272,246.08333333333334
Porto Alegre,64,2,2,2,7,Yes,No,450,1600,34,24,6,508,7.9375,84.66666666666667
Rio de Janeiro,80,3,3,1,7,No,No,1100,1470,0,19,7,1119,13.9875,159.85714285714286
São Paulo,56,1,1,0,9,Yes,Yes,625,2500,81,32,2,738,13.178571428571429,369.0
São Paulo,161,4,3,2,1,Yes,No,1450,10000,467,127,9,2044,12.695652173913043,227.11111111111111
São Paulo,35,1,1,0,1,Yes,No,350,1350,0,18,2,368,10.514285714285714,184.0
São Paulo,720,4,6,5,1,Yes,Yes,0,12750,2613,192,15,2805,3.8958333333333335,187.0
São Paulo,280,4,5,4,6,No,No,2500,3200,750,41,13,3291,11.753571428571428,253.15384615384616
Porto Alegre,96,3,2,0,2,Yes,No,408,2100,84,31,5,523,5.447916666666667,104.6
Campinas,236,3,4,4,10,Yes,No,1600,11000,440,140,11,2180,9.23728813559322,198.1818181818182
São Paulo,81,3,2,1,4,Yes,No,204,1510,0,20,6,224,2.765432098765432,37.333333333333336
São Paulo,62,2,1,1,1,Yes,No,580,1650,92,21,4,693,11.17741935483871,173.25
Belo Horizonte,125,3,2,0,2,Yes,No,150,1200,69,16,5,235,1.88,47.0
São Paulo,37,1,1,1,6,Yes,Yes,890,4150,110,53,3,1053,28.45945945945946,351.0
São Paulo,60,2,2,1,11,Yes,No,1680,4000,200,51,5,1931,32.18333333333333,386.2
São Paulo,230,4,2,3,1,Yes,No,3600,5000,1551,64,9,5215,22.67391304347826,579.4444444444445
São Paulo,210,4,5,2,1,Yes,Yes,3800,8500,0,108,11,3908,18.60952380952381,355.27272727272725
São Paulo,450,4,3,8,1,Yes,No,0,14000,175,211,15,386,0.8577777777777778,25.733333333333334
São Paulo,234,3,5,4,1,Yes,Yes,0,3680,400,56,12,456,1.9487179487179487,38.0
Belo Horizonte,135,4,3,2,2,No,No,868,2450,308,33,9,1209,8.955555555555556,134.33333333333334
São Paulo,395,4,5,3,1,Yes,No,0,6000,122,91,12,213,0.5392405063291139,17.75
Porto Alegre,92,2,2,1,2,Yes,No,450,1700,67,25,5,542,5.891304347826087,108.4
São Paulo,412,3,5,6,21,Yes,No,2000,3952,459,51,14,2510,6.092233009708738,179.28571428571428
São Paulo,42,1,1,1,27,Yes,No,560,5300,100,68,3,728,17.333333333333332,242.66666666666666
São Paulo,33,1,1,0,12,No,Yes,385,3000,125,39,2,549,16.636363636363637,274.5
Porto Alegre,28,2,1,1,2,Yes,No,0,600,0,11,4,11,0.39285714285714285,2.75
São Paulo,190,4,4,2,1,No,No,0,4450,223,67,10,290,1.5263157894736843,29.0
São Paulo,165,4,3,3,10,Yes,Yes,2440,6300,1292,80,10,3812,23.1030303030303,381.2
Porto Alegre,44,1,1,0,5,Yes,No,355,1200,20,18,2,393,8.931818181818182,196.5
São Paulo,60,2,1,1,4,Yes,No,603,1275,109,17,4,729,12.15,182.25
São Paulo,380,3,3,2,1,Yes,No,3580,11000,1084,140,8,4804,12.642105263157895,600.5
Rio de Janeiro,73,2,1,0,4,Yes,No,375,830,120,11,3,506,6.931506849315069,168.66666666666666
Belo Horizonte,19,1,1,0,5,Yes,No,620,1100,85,15,2,720,37.89473684210526,360.0
Campinas,230,3,5,4,6,Yes,No,1800,7500,0,96,12,1896,8.243478260869566,158.0
Porto Alegre,37,1,1,1,2,Yes,No,500,2500,0,37,3,537,14.513513513513514,179.0
São Paulo,124,3,2,3,7,Yes,No,1450,6600,300,84,8,1834,14.790322580645162,229.25
Rio de Janeiro,115,3,2,1,8,Yes,Yes,1090,2680,114,35,6,1239,10.773913043478261,206.5
Campinas,600,3,3,4,1,Yes,No,0,5500,384,83,10,467,0.7783333333333333,46.7
Rio de Janeiro,700,5,5,4,2,Yes,Yes,1380,15000,1667,229,14,3276,4.68,234.0
Porto Alegre,35,1,1,0,1,Yes,No,100,815,17,12,2,129,3.6857142857142855,64.5
Belo Horizonte,15,1,1,0,3,No,Yes,0,1100,0,15,2,15,1.0,7.5
Campinas,80,3,2,1,2,Yes,No,570,1450,125,19,6,714,8.925,119.0
Porto Alegre,48,1,1,0,4,Yes,No,200,700,38,11,2,249,5.1875,124.5
Belo Horizonte,96,3,2,1,2,Yes,No,922,1500,137,20,6,1079,11.239583333333334,179.83333333333334
São Paulo,150,3,2,1,7,Yes,Yes,1843,6715,340,86,6,2269,15.126666666666667,378.1666666666667
Belo Horizonte,105,3,2,2,2,No,No,1681,3300,390,44,7,2115,20.142857142857142,302.14285714285717
Belo Horizonte,204,4,4,4,22,No,Yes,2701,10000,760,134,12,3595,17.622549019607842,299.5833333333333
Rio de Janeiro,125,3,1,2,11,Yes,No,1317,2600,170,33,6,1520,12.16,253.33333333333334
Rio de Janeiro,50,2,1,0,3,No,No,490,2300,50,30,3,570,11.4,190.0
São Paulo,250,3,4,3,1,No,No,0,3740,234,57,10,291,1.164,29.1
São Paulo,300,3,4,3,7,Yes,Yes,3000,2000,1250,26,10,4276,14.253333333333334,427.6
São Paulo,80,2,1,1,1,Yes,No,0,1500,55,23,4,78,0.975,19.5
Rio de Janeiro,130,3,4,1,2,No,No,1200,1400,334,19,8,1553,11.946153846153846,194.125
São Paulo,120,2,3,0,2,Yes,No,904,3300,195,42,5,1141,9.508333333333333,228.2
São Paulo,540,3,3,4,9,Yes,No,6200,15000,3500,191,10,9891,18.316666666666666,989.1
São Paulo,23,1,1,0,23,Yes,No,392,2100,41,27,2,460,20.0,230.0
São Paulo,15,1,1,0,1,No,Yes,0,2500,0,32,2,32,2.1333333333333333,16.0
São Paulo,72,1,2,2,19,Yes,No,900,4000,200,51,5,1151,15.98611111111111,230.2
Rio de Janeiro,95,3,2,2,7,Yes,No,985,2300,122,30,7,1137,11.968421052631578,162.42857142857142
São Paulo,330,4,5,4,13,Yes,No,2870,10000,1119,127,13,4116,12.472727272727273,316.61538461538464
São Paulo,75,2,2,2,7,No,Yes,1600,6600,400,84,6,2084,27.786666666666665,347.3333333333333
São Paulo,53,1,1,1,4,Yes,No,690,4398,200,56,3,946,17.849056603773583,315.3333333333333
São Paulo,178,3,2,1,2,No,No,1200,1900,180,25,6,1405,7.893258426966292,234.16666666666666
São Paulo,150,3,2,0,1,Yes,No,0,4000,24,61,5,85,0.5666666666666667,17.0
São Paulo,50,2,1,1,4,Yes,No,520,1200,30,16,4,566,11.32,141.5
São Paulo,150,3,2,1,1,No,No,0,2500,59,38,6,97,0.6466666666666666,16.166666666666668
Porto Alegre,25,1,1,0,2,Yes,Yes,286,984,11,15,2,312,12.48,156.0
São Paulo,210,3,4,4,13,No,No,3150,12000,1155,153,11,4458,21.228571428571428,405.27272727272725
Belo Horizonte,75,3,2,1,4,Yes,No,600,1500,75,20,6,695,9.266666666666667,115.83333333333333
Belo Horizonte,200,2,4,3,12,Yes,No,1897,15000,827,200,9,2924,14.62,324.8888888888889
São Paulo,350,4,4,0,1,Yes,No,0,8000,989,121,8,1110,3.1714285714285713,138.75
Porto Alegre,49,2,1,1,7,Yes,No,360,1150,30,17,4,407,8.306122448979592,101.75
Porto Alegre,40,1,1,0,4,No,Yes,0,2000,0,30,2,30,0.75,15.0
São Paulo,45,1,1,1,2,No,Yes,1900,4200,350,54,3,2304,51.2,768.0
São Paulo,46,1,1,1,8,No,Yes,900,7600,118,97,3,1115,24.23913043478261,371.6666666666667
São Paulo,80,2,2,2,15,Yes,No,2000,11000,0,140,6,2140,26.75,356.6666666666667
São Paulo,30,1,1,0,3,Yes,Yes,400,2850,0,37,2,437,14.566666666666666,218.5
São Paulo,80,2,2,2,1,Yes,No,50,2200,173,34,6,257,3.2125,42.833333333333336
Rio de Janeiro,105,2,2,1,10,Yes,No,1780,1530,134,20,5,1934,18.419047619047618,386.8
Belo Horizonte,105,3,2,2,7,Yes,No,1170,2000,219,27,7,1416,13.485714285714286,202.28571428571428
São Paulo,114,3,1,0,1,Yes,No,0,2570,150,39,4,189,1.6578947368421053,47.25
São Paulo,200,3,3,4,1,Yes,No,0,7000,425,106,10,531,2.655,53.1
Porto Alegre,120,3,3,2,5,Yes,No,800,3000,167,44,8,1011,8.425,126.375
São Paulo,60,2,2,1,11,Yes,No,647,4000,21,51,5,719,11.983333333333333,143.8
São Paulo,90,2,1,1,1,Yes,No,1000,3000,50,39,4,1089,12.1,272.25
Rio de Janeiro,53,2,1,0,3,No,No,535,1800,50,24,3,609,11.49056603773585,203.0
São Paulo,80,2,2,5,1,Yes,No,0,3000,59,46,9,105,1.3125,11.666666666666666
Campinas,87,4,2,2,4,Yes,No,784,1600,106,21,8,911,10.471264367816092,113.875
Rio de Janeiro,110,3,1,1,1,Yes,No,557,5000,188,65,5,810,7.363636363636363,162.0
Belo Horizonte,113,4,2,1,3,Yes,No,1587,4000,429,54,7,2070,18.31858407079646,295.7142857142857
São Paulo,170,3,2,2,5,No,No,2199,5000,423,64,7,2686,15.8,383.7142857142857
São Paulo,150,3,2,0,1,No,No,700,3000,42,39,5,781,5.206666666666667,156.2
Porto Alegre,60,2,2,1,11,Yes,No,469,1500,51,22,5,542,9.033333333333333,108.4
Porto Alegre,43,1,1,0,4,No,Yes,290,2100,66,31,2,387,9.0,193.5
São Paulo,130,3,2,2,4,Yes,Yes,800,3500,0,45,7,845,6.5,120.71428571428571
São Paulo,69,3,2,0,7,Yes,Yes,650,1900,185,25,5,860,12.46376811594203,172.0
Campinas,306,3,2,2,1,Yes,No,0,2500,422,38,7,460,1.5032679738562091,65.71428571428571
São Paulo,187,3,2,3,1,Yes,No,500,3500,193,53,8,746,3.9893048128342246,93.25
São Paulo,385,3,4,3,1,Yes,No,0,9000,1500,136,10,1636,4.249350649350649,163.6
São Paulo,355,4,4,3,1,Yes,No,0,7300,660,110,11,770,2.1690140845070425,70.0
Porto Alegre,90,2,1,1,2,Yes,No,405,1100,380,17,4,802,8.911111111111111,200.5
São Paulo,190,3,4,4,1,Yes,No,0,5000,275,76,11,351,1.8473684210526315,31.90909090909091
Campinas,181,2,1,2,1,Yes,No,0,1400,132,22,5,154,0.850828729281768,30.8
São Paulo,350,3,5,4,13,Yes,No,4000,3490,1750,45,12,5795,16.557142857142857,482.9166666666667
Belo Horizonte,168,5,3,2,2,Yes,No,1443,2900,408,39,10,1890,11.25,189.0
Rio de Janeiro,73,2,1,0,1,Yes,No,1600,2800,204,37,3,1841,25.21917808219178,613.6666666666666
São Paulo,378,5,5,4,4,Yes,No,4000,3000,2000,39,14,6039,15.976190476190476,431.35714285714283
Campinas,60,2,1,1,1,Yes,No,0,1300,180,20,4,200,3.3333333333333335,50.0
Belo Horizonte,362,4,5,0,19,No,No,4138,15000,1975,200,9,6313,17.439226519337016,701.4444444444445
São Paulo,90,3,2,0,1,Yes,No,0,1700,136,26,5,162,1.8,32.4
Rio de Janeiro,42,1,1,0,4,No,Yes,500,1973,79,26,2,605,14.404761904761905,302.5
Rio de Janeiro,56,2,1,1,18,Yes,No,568,1000,88,13,4,669,11.946428571428571,167.25
São Paulo,16,1,1,0,1,No,No,0,850,30,11,2,41,2.5625,20.5
São Paulo,90,2,2,2,15,No,Yes,1400,10000,0,127,6,1527,16.966666666666665,254.5
Belo Horizonte,67,1,1,0,13,Yes,No,375,850,55,12,2,442,6.597014925373134,221.0
Rio de Janeiro,30,1,1,0,10,Yes,No,850,1100,60,15,2,925,30.833333333333332,462.5
São Paulo,290,6,3,4,1,Yes,No,0,8000,1525,121,13,1646,5.675862068965517,126.61538461538461
São Paulo,266,3,3,4,10,Yes,No,4700,6400,1500,82,10,6282,23.616541353383457,628.2
Campinas,47,2,1,1,4,Yes,No,260,900,25,12,4,297,6.319148936170213,74.25
Rio de Janeiro,590,6,6,2,2,Yes,Yes,750,8000,975,122,14,1847,3.130508474576271,131.92857142857142
São Paulo,900,4,9,8,1,Yes,No,0,15000,5700,226,21,5926,6.584444444444444,282.1904761904762
São Paulo,86,2,1,1,1,Yes,No,0,2200,110,34,4,144,1.6744186046511629,36.0
São Paulo,290,3,3,2,1,Yes,Yes,0,15000,1000,226,8,1226,4.227586206896552,153.25
Porto Alegre,84,3,2,2,4,Yes,No,750,3300,100,49,7,899,10.702380952380953,128.42857142857142
São Paulo,160,3,1,2,1,Yes,No,0,5000,225,76,6,301,1.88125,50.166666666666664
São Paulo,37,1,1,0,3,No,Yes,470,3500,127,45,2,642,17.35135135135135,321.0
Campinas,73,3,1,1,4,Yes,No,308,850,46,11,5,365,5.0,73.0
São Paulo,350,4,5,5,17,Yes,Yes,2400,15000,2400,191,14,4991,14.26,356.5
Rio de Janeiro,57,1,1,0,2,Yes,No,200,1100,10,15,2,225,3.9473684210526314,112.5
Campinas,48,1,1,0,9,Yes,No,350,650,21,9,2,380,7.916666666666667,190.0
Rio de Janeiro,30,1,1,0,8,Yes,No,390,800,25,11,2,426,14.2,213.0
Campinas,198,6,3,4,1,Yes,No,0,2000,145,31,13,176,0.8888888888888888,13.538461538461538
Porto Alegre,47,1,1,0,2,No,No,300,1000,59,15,2,374,7.957446808510638,187.0
Porto Alegre,60,2,1,1,3,Yes,No,250,800,22,12,4,284,4.733333333333333,71.0
São Paulo,230,3,3,0,9,Yes,Yes,1700,5000,109,64,6,1873,8.143478260869566,312.1666666666667
Belo Horizonte,90,2,1,1,1,No,No,0,1520,0,25,4,25,0.2777777777777778,6.25
Rio de Janeiro,129,3,2,1,8,Yes,Yes,1200,3255,167,42,6,1409,10.922480620155039,234.83333333333334
São Paulo,240,4,4,4,22,Yes,No,1980,6672,417,85,12,2482,10.341666666666667,206.83333333333334
Porto Alegre,55,1,1,0,14,Yes,No,700,1020,29,15,2,744,13.527272727272727,372.0
Porto Alegre,52,1,1,0,2,Yes,No,150,1200,42,18,2,210,4.038461538461538,105.0
São Paulo,250,3,4,3,8,Yes,No,1610,6000,1089,77,10,2776,11.104,277.6
São Paulo,200,3,2,2,19,Yes,No,2573,10000,1121,127,7,3821,19.105,545.8571428571429
Belo Horizonte,312,4,3,3,1,Yes,No,1498,2300,463,31,10,1992,6.384615384615385,199.2
São Paulo,230,5,5,3,1,Yes,No,0,9900,620,149,13,769,3.3434782608695652,59.15384615384615
São Paulo,72,2,2,2,9,Yes,No,750,2480,209,32,6,991,13.76388888888889,165.16666666666666
São Paulo,55,2,1,0,5,Yes,Yes,620,2400,24,31,3,675,12.272727272727273,225.0
Rio de Janeiro,72,2,2,1,2,No,Yes,914,3600,133,47,5,1094,15.194444444444445,218.8
São Paulo,50,2,1,0,1,Yes,No,0,1200,83,19,3,102,2.04,34.0
São Paulo,17,1,1,0,1,Yes,No,0,2700,5,35,2,40,2.3529411764705883,20.0
Belo Horizonte,160,3,3,2,4,Yes,No,150,2400,263,32,8,445,2.78125,55.625
São Paulo,214,4,4,3,5,Yes,No,2638,6520,1187,83,11,3908,18.261682242990656,355.27272727272725
Rio de Janeiro,65,1,1,0,2,Yes,No,300,1800,30,24,2,354,5.446153846153846,177.0
São Paulo,136,3,2,1,10,No,Yes,1300,6500,267,47,6,1614,11.867647058823529,269.0
Porto Alegre,70,2,2,1,6,Yes,No,440,1900,57,28,5,525,7.5,105.0
Porto Alegre,38,1,1,0,2,Yes,No,340,650,350,10,2,700,18.42105263157895,350.0
São Paulo,450,8,5,5,1,Yes,No,0,8000,1000,121,18,1121,2.491111111111111,62.27777777777778
Rio de Janeiro,67,2,1,1,2,Yes,No,1217,2200,130,29,4,1376,20.53731343283582,344.0
São Paulo,20,1,1,0,1,No,No,0,1100,35,14,2,49,2.45,24.5
São Paulo,41,1,1,0,12,Yes,No,290,1530,60,20,2,370,9.024390243902438,185.0
São Paulo,50,2,1,1,7,Yes,No,500,1550,7,20,4,527,10.54,131.75
São Paulo,205,3,3,3,1,Yes,No,0,5525,575,84,9,659,3.2146341463414636,73.22222222222223
São Paulo,100,3,2,1,1,Yes,No,0,3300,500,50,6,550,5.5,91.66666666666667
São Paulo,190,3,4,4,16,Yes,Yes,2849,15000,1160,191,11,4200,22.105263157894736,381.8181818181818
Belo Horizonte,45,2,1,0,1,Yes,No,0,1350,0,23,3,23,0.5111111111111111,7.666666666666667
Campinas,57,1,1,1,2,Yes,No,605,800,66,11,3,682,11.964912280701755,227.33333333333334
Porto Alegre,88,1,2,2,3,Yes,No,340,1600,40,24,5,404,4.590909090909091,80.8
São Paulo,70,1,1,1,10,Yes,Yes,459,3400,80,44,3,583,8.32857142857143,194.33333333333334
São Paulo,76,2,2,0,11,Yes,Yes,646,2800,0,36,4,682,8.973684210526315,170.5
Rio de Janeiro,36,1,1,0,10,Yes,No,450,1370,29,18,2,497,13.805555555555555,248.5
Porto Alegre,61,2,2,2,11,Yes,No,445,2500,42,37,6,524,8.59016393442623,87.33333333333333
São Paulo,280,4,3,6,1,Yes,Yes,0,12500,706,188,13,894,3.192857142857143,68.76923076923077
São Paulo,480,5,6,3,1,Yes,No,0,5000,1000,76,14,1076,2.2416666666666667,76.85714285714286
Campinas,45,1,1,1,17,Yes,Yes,0,1950,0,25,3,25,0.5555555555555556,8.333333333333334
São Paulo,42,1,1,0,9,Yes,Yes,1290,1500,184,20,2,1494,35.57142857142857,747.0
Porto Alegre,62,2,1,0,4,Yes,No,352,736,28,11,3,391,6.306451612903226,130.33333333333334
São Paulo,38,2,1,0,2,Yes,No,90,1500,0,20,3,110,2.8947368421052633,36.666666666666664
São Paulo,44,1,1,1,8,No,Yes,578,2400,0,31,3,609,13.840909090909092,203.0
São Paulo,75,3,2,2,11,Yes,No,630,2800,167,36,7,833,11.106666666666667,119.0
Rio de Janeiro,66,2,1,1,2,Yes,No,650,1250,0,17,4,667,10.106060606060606,166.75
São Paulo,125,3,3,2,1,Yes,No,0,2800,38,43,8,81,0.648,10.125
Campinas,62,2,1,2,7,Yes,No,609,1500,90,20,5,719,11.596774193548388,143.8
São Paulo,77,2,1,1,5,Yes,No,1148,3100,464,40,4,1652,21.454545454545453,413.0
São Paulo,136,2,4,2,7,Yes,No,1540,4800,242,61,8,1843,13.551470588235293,230.375
São Paulo,200,4,2,1,5,Yes,No,2115,5000,328,64,7,2507,12.535,358.14285714285717
São Paulo,35,1,1,0,1,No,No,250,1305,0,17,2,267,7.628571428571429,133.5
São Paulo,250,4,3,2,1,Yes,Yes,10,4500,100,68,9,178,0.712,19.77777777777778
São Paulo,90,2,2,2,1,Yes,Yes,0,4100,0,62,6,62,0.6888888888888889,10.333333333333334
Campinas,72,2,2,1,7,Yes,No,480,850,9,11,5,500,6.944444444444445,100.0
São Paulo,168,3,3,5,16,Yes,No,1675,3500,184,45,11,1904,11.333333333333334,173.0909090909091
Porto Alegre,360,3,4,3,5,Yes,Yes,4000,13200,500,193,10,4693,13.036111111111111,469.3
Campinas,38,1,1,1,9,Yes,No,500,740,30,10,3,540,14.210526315789474,180.0
São Paulo,23,1,1,1,26,Yes,No,487,2300,59,30,3,576,25.043478260869566,192.0
Porto Alegre,440,3,3,3,7,No,No,100,10500,84,154,9,338,0.7681818181818182,37.55555555555556
São Paulo,120,3,3,2,9,Yes,Yes,1200,3500,109,45,8,1354,11.283333333333333,169.25
Rio de Janeiro,90,2,2,0,5,Yes,No,830,2500,84,33,4,947,10.522222222222222,236.75
Porto Alegre,125,4,2,0,7,Yes,No,1006,1632,150,14,6,1170,9.36,195.0
São Paulo,200,3,4,3,6,Yes,Yes,1800,5058,1200,65,10,3065,15.325,306.5
São Paulo,190,3,3,2,5,Yes,No,1800,3260,292,42,8,2134,11.23157894736842,266.75
Belo Horizonte,123,3,2,1,3,Yes,No,363,2600,143,35,6,541,4.3983739837398375,90.16666666666667
Campinas,53,2,1,1,1,Yes,No,284,2000,41,26,4,351,6.622641509433962,87.75
Rio de Janeiro,70,2,1,1,2,Yes,No,560,2180,60,29,4,649,9.271428571428572,162.25
São Paulo,90,2,2,2,17,Yes,Yes,1500,12200,454,155,6,2109,23.433333333333334,351.5
São Paulo,95,3,2,0,1,Yes,No,0,1590,0,24,5,24,0.25263157894736843,4.8
Campinas,74,3,1,1,4,Yes,No,474,900,40,12,5,526,7.108108108108108,105.2
São Paulo,64,1,1,1,15,No,No,620,3600,0,46,3,666,10.40625,222.0
São Paulo,155,4,5,3,14,No,No,1850,6000,625,77,12,2552,16.46451612903226,212.66666666666666
Rio de Janeiro,125,3,1,2,3,No,No,1000,2200,159,29,6,1188,9.504,198.0
São Paulo,40,1,1,1,9,Yes,Yes,350,1580,25,21,3,396,9.9,132.0
Porto Alegre,350,3,2,4,2,Yes,Yes,0,6522,492,116,9,608,1.737142857142857,67.55555555555556
Belo Horizonte,417,3,5,8,1,Yes,No,0,7650,450,126,16,576,1.381294964028777,36.0
Porto Alegre,350,4,4,4,2,Yes,No,0,6000,192,107,12,299,0.8542857142857143,24.916666666666668
São Paulo,40,1,1,1,8,No,No,440,2800,100,36,3,576,14.4,192.0
São Paulo,30,1,1,1,15,No,Yes,668,3500,127,45,3,840,28.0,280.0
São Paulo,142,3,4,2,4,Yes,No,1100,4500,375,58,9,1533,10.795774647887324,170.33333333333334
Porto Alegre,110,3,3,2,5,Yes,Yes,1300,4000,300,59,8,1659,15.081818181818182,207.375
São Paulo,100,4,4,1,1,Yes,No,0,10000,9,151,9,160,1.6,17.77777777777778
São Paulo,377,5,4,3,1,Yes,No,0,8000,900,121,12,1021,2.7082228116710874,85.08333333333333
São Paulo,230,2,3,3,17,Yes,Yes,2575,8000,633,102,8,3310,14.391304347826088,413.75
São Paulo,35,1,1,0,5,No,Yes,450,1800,91,7,2,548,15.657142857142857,274.0
São Paulo,32,1,1,1,16,Yes,No,533,2900,0,37,3,570,17.8125,190.0
São Paulo,74,2,1,1,5,Yes,No,569,2024,71,8,4,648,8.756756756756756,162.0
São Paulo,147,2,3,4,19,Yes,No,2600,1200,375,16,9,2991,20.346938775510203,332.3333333333333
São Paulo,35,1,1,0,3,Yes,Yes,480,2500,60,32,2,572,16.34285714285714,286.0
Rio de Janeiro,26,1,1,0,7,Yes,Yes,630,1500,84,20,2,734,28.23076923076923,367.0
São Paulo,70,2,2,1,5,Yes,Yes,517,1700,5,22,5,544,7.771428571428571,108.8
São Paulo,150,3,3,3,19,Yes,Yes,1800,2800,740,36,9,2576,17.173333333333332,286.22222222222223
São Paulo,200,3,3,2,1,Yes,No,0,8000,292,121,8,413,2.065,51.625
Campinas,60,1,1,1,14,Yes,No,583,1100,49,14,3,646,10.766666666666667,215.33333333333334
São Paulo,250,4,5,3,2,Yes,No,1700,2550,334,33,12,2067,8.268,172.25
São Paulo,44,1,2,0,12,No,Yes,3300,3300,126,42,3,3468,78.81818181818181,1156.0
São Paulo,250,7,5,2,1,Yes,Yes,0,6000,0,91,14,91,0.364,6.5
São Paulo,157,3,2,0,7,Yes,No,1325,4500,347,58,5,1730,11.019108280254777,346.0
São Paulo,97,2,2,0,1,Yes,No,1200,5600,0,71,4,1271,13.103092783505154,317.75
Belo Horizonte,548,4,7,6,17,Yes,No,5905,15000,2484,200,17,8589,15.673357664233576,505.2352941176471
São Paulo,28,1,1,0,1,Yes,No,0,1325,0,17,2,17,0.6071428571428571,8.5
São Paulo,250,3,4,0,1,Yes,Yes,2000,10000,1667,127,7,3794,15.176,542.0
Belo Horizonte,193,4,2,2,1,Yes,No,0,8900,255,146,8,401,2.077720207253886,50.125
Belo Horizonte,428,5,5,4,1,Yes,Yes,0,9600,667,158,14,825,1.9275700934579438,58.92857142857143
São Paulo,50,2,1,0,2,No,No,200,950,0,13,3,213,4.26,71.0
São Paulo,135,2,3,2,5,No,No,2000,12300,542,156,7,2698,19.985185185185184,385.42857142857144
Rio de Janeiro,103,2,2,1,8,Yes,No,530,1600,221,21,5,772,7.495145631067961,154.4
Campinas,103,3,2,2,2,Yes,No,1500,1360,292,18,7,1810,17.57281553398058,258.57142857142856
São Paulo,80,3,2,1,1,Yes,No,740,1500,150,20,6,910,11.375,151.66666666666666
São Paulo,160,3,3,2,10,Yes,No,1229,4000,390,51,8,1670,10.4375,208.75
São Paulo,238,4,3,4,24,Yes,No,2980,10200,1816,130,11,4926,20.69747899159664,447.8181818181818
Belo Horizonte,500,7,4,4,1,Yes,No,0,5500,167,91,15,258,0.516,17.2
São Paulo,80,1,1,0,1,Yes,No,0,1370,50,21,2,71,0.8875,35.5
São Paulo,210,4,5,3,12,Yes,Yes,2620,2975,1184,38,12,3842,18.295238095238094,320.1666666666667
Porto Alegre,106,3,3,1,7,Yes,No,900,2250,186,33,7,1119,10.556603773584905,159.85714285714286
Rio de Janeiro,30,1,1,0,11,Yes,No,500,1200,21,16,2,537,17.9,268.5
São Paulo,156,3,2,1,1,Yes,No,0,2000,147,31,6,178,1.141025641025641,29.666666666666668
São Paulo,60,1,1,1,1,Yes,No,0,1250,0,19,3,19,0.31666666666666665,6.333333333333333
São Paulo,200,3,4,0,2,Yes,No,3672,3600,780,46,7,4498,22.49,642.5714285714286
São Paulo,70,2,2,0,1,Yes,No,280,1000,138,13,4,431,6.1571428571428575,107.75
São Paulo,177,4,5,4,5,Yes,No,1500,9200,959,117,13,2576,14.55367231638418,198.15384615384616
São Paulo,103,3,3,2,1,Yes,No,735,2500,19,38,8,792,7.689320388349515,99.0
São Paulo,440,4,4,4,1,Yes,No,0,12000,2500,181,12,2681,6.093181818181818,223.41666666666666
São Paulo,65,2,1,1,8,Yes,Yes,600,1700,92,22,4,714,10.984615384615385,178.5
Belo Horizonte,260,5,3,3,12,Yes,No,2000,4000,487,54,11,2541,9.773076923076923,231.0
São Paulo,200,4,4,6,1,Yes,No,0,4320,375,65,14,440,2.2,31.428571428571427
São Paulo,96,3,2,1,12,Yes,No,1122,3050,231,39,6,1392,14.5,232.0
São Paulo,68,2,2,1,2,Yes,Yes,690,2900,137,37,5,864,12.705882352941176,172.8
Belo Horizonte,300,5,5,5,1,No,No,0,4500,450,74,15,524,1.7466666666666666,34.93333333333333
São Paulo,34,1,1,0,2,Yes,No,305,750,27,10,2,342,10.058823529411764,171.0
